"bin"	"sample_id"	"seqnames"	"arm"	"start"	"end"	"gc"	"median_frag_gc"	"median_ratio"	"sd_ratio"	"median_ratio_corrected"	"sd_ratio_corrected"	"median_ratio_centered"	"sd_ratio_centered"	"median_coverage"	"sd_coverage"	"median_coverage_corrected"	"sd_coverage_corrected"	"median_coverage_centered"	"sd_coverage_centered"	"median_combined"	"sd_combined"	"median_combined_centered"	"sd_combined_centered"	"median_mode_size"	"median_mean_size"	"sd_mean_size"	"median_median_size"	"sd_median_size"	"median_q25_size"	"median_q75_size"
"249"	249	"median"	"chr7"	"7q"	124100000	129099999	0.390891	0.399993342023793	0.202089009990917	0.0550524952617644	0.200444684564142	0.0558600038705271	0.00212710206946941	0.00367370732684993	0.000302523478477452	7.68369990695033e-05	0.000329387510535626	7.79970620613801e-05	0.00383475445612375	0.00236358455178809	6.60239756486815e-05	3.42855030839288e-05	0.00356318995444244	0.00299226149856164	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"250"	250	"median"	"chr7"	"7q"	119100000	124099999	0.3631544	0.374215788510942	0.186604868679277	0.0540906177552492	0.195099931728838	0.0542966897913355	-0.00770196321321712	0.00429929812421784	0.000266335055695134	8.21365140186385e-05	0.000316096569027728	7.78308212845896e-05	0.000787307586585708	0.00325404657229876	6.16704190370296e-05	3.29203441604498e-05	-0.00187709328721281	0.00356206567176588	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"251"	251	"median"	"chr7"	"7q"	114100000	119099999	0.3650302	0.376008438892588	0.192085335070434	0.0534762880875238	0.198894803985324	0.0537234128052487	-0.00757474382081622	0.00379964784839456	0.000270016226155244	8.04072615525072e-05	0.000330540162995892	7.66401620004432e-05	0.00251538717079762	0.00237886169822387	6.5742720928345e-05	3.24306521541582e-05	0.000306606298548055	0.00259950943369808	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"252"	252	"median"	"chr7"	"7q"	109100000	114099999	0.3677178	0.378191929384066	0.198907283407961	0.0554586432121657	0.204499425325555	0.0555118718299055	-0.0022034777261203	0.00454026100045931	0.000277112879831219	8.11258879120137e-05	0.000333471513731617	7.69103506008115e-05	0.00087719249723578	0.00283558749049625	6.81947329205587e-05	3.31253113832471e-05	-0.000162194926770917	0.00364356344370835	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"253"	253	"median"	"chr7"	"7q"	104100000	109099999	0.4013742	0.409817404776125	0.204882530515816	0.0544990695858895	0.203614791600517	0.0550454256933926	0.004559681739316	0.00334175803249404	0.000310192442933747	6.60953723632067e-05	0.000313065937258831	6.56295474858316e-05	-0.00454924485387634	0.00271722256801872	6.37448555721777e-05	2.99274597002562e-05	-0.00215053488001437	0.00278442723517451	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"254"	254	"median"	"chr7"	"7q"	99100000	104099999	0.4640912	0.471287623838429	0.233591347683173	0.0544465081462969	0.219862908439503	0.0550414887796187	0.0131057473307723	0.0054223285292512	0.000377578080710947	7.39448732818543e-05	0.000317900509460333	6.63248189610772e-05	-0.00514375265872843	0.00293222952737185	6.98945306043487e-05	3.01372282942884e-05	-0.000864567675462157	0.00410191583303448	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"255"	255	"median"	"chr7"	"7q"	94100000	99099999	0.404037	0.412809523151412	0.198176417766112	0.0525878532145517	0.19670561520404	0.0533147264853607	-0.00841001155586247	0.00326616670976762	0.000328391925747942	7.33975787612431e-05	0.000327845124302294	7.3762543213413e-05	0.0019807914922587	0.00131365359785506	6.44889768675279e-05	3.14651705044767e-05	-0.000717658002934042	0.00207846813213593	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"256"	256	"median"	"chr7"	"7q"	89100000	94099999	0.3748458	0.383484854130246	0.202219869004197	0.0546029402744618	0.206250033510378	0.0548798358501752	0.00235468402040304	0.00344452760790097	0.000295083438333285	7.8471965507568e-05	0.000335799822778626	7.47352366079102e-05	0.00341016251440848	0.00226945055392455	6.92587247008706e-05	3.31648800813308e-05	0.00351389799011424	0.00290047678653005	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"257"	257	"median"	"chr7"	"7q"	84100000	89099999	0.3579332	0.369428966583046	0.185464880227365	0.0548729549548052	0.196559450109159	0.0547452701524308	-0.00349638225688623	0.00391044811891964	0.000259319271424835	8.51293081650046e-05	0.000320861337203326	8.00604269738437e-05	0.00350848842421157	0.00446225912204912	6.2363907005262e-05	3.37328703166966e-05	0.00212847530434152	0.00462242428958768	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"258"	258	"median"	"chr7"	"7q"	79100000	84099999	0.3560932	0.368819975052522	0.187599775639643	0.0531400020886098	0.19669648563146	0.0533623939422105	-0.00539892680037689	0.00474878779524838	0.000259319271424835	8.23214794859378e-05	0.000320667923728166	7.772043757356e-05	0.00164618596664981	0.00476422583896026	6.30742536520672e-05	3.25226007687907e-05	-0.00105948936840972	0.0047951946009475	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"259"	259	"median"	"chr7"	"7q"	74100000	79099999	0.4390584	0.445585102583816	0.222275812790282	0.054743848745142	0.20773982794118	0.0555340300387156	0.0125356083373968	0.00471830359975107	0.000322125369838883	6.07389639742483e-05	0.000266043826963004	6.05023279111142e-05	-0.0145546311542779	0.00207016364315365	5.44206150092456e-05	2.7702958015329e-05	-0.00955254531514624	0.00286913323914371	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"260"	260	"median"	"chr7"	"7q"	69100000	74099999	0.4454022	0.453462896308237	0.212836830712999	0.0515434985022762	0.20090876371194	0.0518631517129795	-0.00678893230463826	0.0060350590240661	0.000383601198230652	7.20397545985332e-05	0.000335415652628971	6.63154221884873e-05	-0.00139074215520046	0.00395409167976648	6.58071718948762e-05	2.88771942279288e-05	-0.00368931576308522	0.00483704661635501	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"261"	261	"median"	"chr7"	"7q"	64100000	69099999	0.4310434	0.439944839981055	0.216985415129675	0.0539304190750857	0.206396918286974	0.0545089755096367	0.00500684511044384	0.00457614144781443	0.000379553031365256	7.01617704577196e-05	0.000311467651315323	6.87823141858437e-05	-0.0024766694632448	0.00299946678126092	6.34614366488104e-05	3.03761677340838e-05	-0.000711112972565709	0.00317334951573307	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"262"	262	"median"	"chr8"	"8p"	100000	5099999	0.4246492	0.439009867838126	0.198298471182754	0.0515097358985165	0.195737672288376	0.0519475186895646	-0.00987652648185388	0.00434283272263167	0.000177416341899376	3.89378108080751e-05	0.000178103870861946	3.86442062284815e-05	-0.0440871562399659	0.00419735870410216	3.48616371080667e-05	1.666337018795e-05	-0.0416959688873926	0.00476963870060292	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"263"	263	"median"	"chr8"	"8p"	5100000	10199999	0.4229264	0.433647815336658	0.197177028337464	0.0519897582313341	0.195749120519581	0.0526539721249812	-0.00924708132594336	0.00640993884469873	0.000104732872798664	2.20945736732169e-05	0.000111077514250867	2.34149602572069e-05	-0.0668590290505251	0.00584748716353425	2.08412121834787e-05	9.98930170631022e-06	-0.061261437248788	0.00676322191309802	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"264"	264	"median"	"chr8"	"8p"	10200000	15299999	0.4110394	0.422762554420394	0.191266106010339	0.0550704484831581	0.194355502549361	0.0548014544088628	-0.00708784201759862	0.00583341354215836	0.00013073185934618	3.62529291805588e-05	0.000148134065345648	3.50139174495649e-05	-0.0541296996346341	0.0032137490566808	2.87116694736825e-05	1.47342987589194e-05	-0.0501555556229858	0.00424551916217526	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"265"	265	"median"	"chr8"	"8p"	15300000	20299999	0.3915486	0.400814257885513	0.205591630591631	0.0548606682341987	0.206149216316735	0.0553234880941935	-0.000524602968566197	0.00399495369452944	0.000326159913704691	7.55399986347597e-05	0.000336180121865911	7.48749753071893e-05	0.00283849590980131	0.00152232600965146	6.93032686639219e-05	3.28068705602802e-05	0.00240764255270547	0.00264940394366823	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"266"	266	"median"	"chr8"	"8p"	20300000	25299999	0.4385134	0.448707727923624	0.209438951632863	0.0526870236093889	0.197086435920555	0.0534329472737448	-0.00714341503964656	0.00396859072331833	0.000386522934963633	7.37524722380259e-05	0.000329735129933113	7.09609916577734e-05	-0.000620512089411013	0.00248460750903795	6.49863215563181e-05	3.03424084688452e-05	-0.00216192846727009	0.0031427802967919	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"267"	267	"median"	"chr8"	"8p"	25300000	30299999	0.4259014	0.434822930850608	0.212315809107623	0.052771683459265	0.203418901428852	0.0533317901824094	0.00272865179638845	0.00436044189756444	0.000391398691994023	7.36584337278371e-05	0.0003364060875735	7.23688079153911e-05	0.00557409090536434	0.00208222866440824	6.84313567681794e-05	3.22351094513374e-05	0.00607977678515863	0.00291902893423863	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"268"	268	"median"	"chr8"	"8p"	30300000	35299999	0.3896046	0.398388874173942	0.194067529189019	0.0523275638325612	0.197166328748082	0.0527484749261609	-0.00689804217117694	0.00342632193832869	0.000308704434904914	7.27100734965274e-05	0.000332702353891723	7.12935526228265e-05	0.00215016617426876	0.00183129737565233	6.48237523234384e-05	3.08782024517336e-05	0.00051611652988802	0.00229337675300247	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"269"	269	"median"	"chr8"	"8p"	35300000	40299999	0.4070292	0.417774173275261	0.2043056141832	0.0524144522232842	0.201253835575424	0.0532824301758888	-0.00185616676441784	0.00405454671057043	0.000306445365241409	6.12175376426243e-05	0.000304396621370604	6.33020006790473e-05	-0.00849346865169151	0.00316597610274452	6.12609875870341e-05	2.77954221740099e-05	-0.00755276805994261	0.00354736547782178	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"270"	270	"median"	"chr8"	"8q"	140000000	144999999	0.5263758	0.530315881349863	0.228381650868332	0.0532335789627191	0.194712823852233	0.0538764139964779	-0.00763954273192543	0.00372558819719776	0.00035859411392878	8.08448574818452e-05	0.000271029350797397	6.48335174659483e-05	-0.011882063324628	0.00130069754814243	5.25976861348718e-05	2.76971028670504e-05	-0.0127146459616604	0.00208373596174503	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"271"	271	"median"	"chr8"	"8q"	135000000	139999999	0.4134702	0.423152753789708	0.196666846739776	0.049153293746976	0.191626362160572	0.0497565264270915	-0.017770118497257	0.00535548604964717	0.000350656719208345	6.93039009248456e-05	0.000333958303797293	6.86475507564605e-05	0.000455683511912981	0.0030068074172824	6.39711856532989e-05	2.84811844394927e-05	-0.00492375742979386	0.00368670722066194	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"272"	272	"median"	"chr8"	"8q"	130000000	134999999	0.4209998	0.429672675727343	0.208659738875566	0.0537982442245609	0.201863037893382	0.0542593141975871	-0.000295594421667453	0.00236223547148904	0.000378667807085498	7.55614596725667e-05	0.000346169784260062	7.40371642790225e-05	0.00487068526897822	0.0027351255029233	6.96842800810796e-05	3.26292994190101e-05	0.00457279600983258	0.00265072041401455	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"273"	273	"median"	"chr8"	"8q"	125000000	129999999	0.4057498	0.416904908061312	0.212818516633231	0.0568348854156295	0.211230976649194	0.0570654512296026	0.0079679050125256	0.00461440152262124	0.000344232453649699	7.07760105180458e-05	0.000351639267532333	6.94120740202069e-05	-0.00121794193965532	0.00497395014355049	7.42771059090619e-05	3.2185248475761e-05	0.00357762158232304	0.00529455044977724	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"274"	274	"median"	"chr8"	"8q"	120000000	124999999	0.404796	0.413512964880851	0.212057553956835	0.0548059685833944	0.209803090290709	0.0552174400551317	0.004265621024065	0.00575795952766111	0.000356897495736143	7.35817543539911e-05	0.000353988226964592	7.29359124161225e-05	0.00610315489212689	0.00247272240006439	7.42678239437006e-05	3.37113018995395e-05	0.00679249241675412	0.00381233878323704	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"275"	275	"median"	"chr8"	"8q"	115000000	119999999	0.3855114	0.394219448287941	0.200739889375763	0.0537068990112982	0.203716476953777	0.0538886215867878	-0.00378642864738025	0.00338782444504977	0.000319864495121165	7.53913744228165e-05	0.000346017274930152	7.26398106125556e-05	0.00326994207710202	0.00312482514337602	7.03559812944187e-05	3.22735271391642e-05	0.00208284914668913	0.00350686642086776	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"276"	276	"median"	"chr8"	"8q"	110000000	114999999	0.3441604	0.357446787933208	0.18514755684567	0.0552318285815623	0.197084821198858	0.0547864357489277	-0.00524033183016347	0.00349393688671286	0.00024973544536503	8.97394783605225e-05	0.00031897990848231	8.48088005215224e-05	0.00307868421474171	0.00657098514319191	6.2866098229264e-05	3.44613061035113e-05	0.00092128247658592	0.00615930118349351	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"277"	277	"median"	"chr8"	"8q"	105000000	109999999	0.3698852	0.380522038096043	0.194535873254089	0.0555738446093196	0.201892238240405	0.0554810223115331	-0.00025926484744494	0.00447228604571751	0.000287586167111085	8.18080141103439e-05	0.000343875290897836	7.72364263867555e-05	0.0050589544795408	0.00253227777503476	6.94257521549344e-05	3.40888115402093e-05	0.00490506979205301	0.00326773072702414	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"278"	278	"median"	"chr8"	"8q"	100000000	104999999	0.4054006	0.414292926478768	0.209131823461092	0.0552631336862924	0.206036744915405	0.0557917286475895	0.00103163835816627	0.00317475144194349	0.000348833520564469	7.51266731688741e-05	0.000338717502552665	7.54851741665373e-05	0.00471323838119518	0.00103063994962244	6.97882516718264e-05	3.38968828996215e-05	0.00494543495270412	0.00185554581544806	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"279"	279	"median"	"chr8"	"8q"	95000000	99999999	0.4003676	0.409539177208187	0.205660918239563	0.0555883452336821	0.204469231921012	0.0560658540635554	0.00368102680069369	0.00315591112712312	0.000336232583438333	7.50613939903577e-05	0.000330055450289208	7.49458834710855e-05	0.00399182054864983	0.00105715320645373	6.74861844119782e-05	3.3963381633347e-05	0.0044017461027336	0.00185972426902181	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"280"	280	"median"	"chr8"	"8q"	90000000	94999999	0.3844944	0.393318420281124	0.198791208791209	0.0528626935017763	0.201477117536738	0.0532785210279635	-0.00718421294028474	0.00432233654616236	0.000310593060479972	7.3791344880889e-05	0.000333910441976329	7.18927371501848e-05	0.00126105619012767	0.00167291398722782	6.7275313364809e-05	3.10901926932999e-05	-0.000943715867929888	0.00265816011999511	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"281"	281	"median"	"chr8"	"8q"	84800000	89999999	0.3679202	0.37773382582102	0.192420791054048	0.0548168221316683	0.199153468600304	0.0549692620939785	-0.00310498061400992	0.00404099415096252	0.000266123258434144	7.95085983814761e-05	0.000319610781688743	7.53402359528171e-05	0.000695708457033296	0.00225664334242396	6.36515957753678e-05	3.25959407734765e-05	-0.000743986946635764	0.0027666193379115	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"282"	282	"median"	"chr8"	"8q"	79800000	84799999	0.3707252	0.381745944802217	0.191223250433777	0.054809793215897	0.197348963926895	0.0551256563255885	-0.00357486892042625	0.00333874567149527	0.000271762360508007	7.96617608835467e-05	0.00031850770288464	7.76011066115997e-05	0.00257068199314519	0.00306761592566982	6.25460841556615e-05	3.32329541972726e-05	0.000898447769372136	0.00338858121918891	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"283"	283	"median"	"chr8"	"8q"	74800000	79799999	0.356802	0.368319443841007	0.183876311430149	0.0542258284590743	0.194081644650865	0.0541722525285072	-0.00697685957475984	0.0033338166705039	0.000262813926231173	8.38653529288759e-05	0.000326037968516825	7.81954572749914e-05	0.00225617418681902	0.00375777458362127	6.32779851483723e-05	3.30472264698688e-05	-0.000302669602914906	0.00360037777588014	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"284"	284	"median"	"chr8"	"8q"	69800000	74799999	0.3925814	0.401641003627024	0.194439544155523	0.0528044906348185	0.195810409539915	0.0533143790313638	-0.00712065363112602	0.0017677412011348	0.000315400471034665	7.28294344582823e-05	0.000321158341987952	7.18563369032516e-05	0.000860666171580802	0.000827111023770193	6.28861464718209e-05	3.11305755287332e-05	-0.00120205732974793	0.00102161553758392	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"285"	285	"median"	"chr8"	"8q"	64800000	69799999	0.3901372	0.400229444153491	0.198164341981643	0.0531361161973077	0.199206403851535	0.0536774612028876	-0.00225940950277998	0.00333582692215375	0.000313855231927799	7.33533541912422e-05	0.000318118682934784	7.29167148774408e-05	0.00107934711936259	0.00131889796583247	6.33712788254248e-05	3.1937373340809e-05	0.000378269747068652	0.00202187997689269	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"286"	286	"median"	"chr8"	"8q"	59800000	64799999	0.3838064	0.393079672766598	0.190434012400354	0.0553508763254018	0.194538471421873	0.055670052782943	-0.00658742063348871	0.00482442078434829	0.000291821266885457	7.74534519207719e-05	0.000317073713656329	7.57370444178507e-05	0.00138670557346334	0.00162425979503903	6.16830355827585e-05	3.29136193773072e-05	-0.00111005957979308	0.00282747545189949	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"287"	287	"median"	"chr8"	"8q"	54800000	59799999	0.390735	0.402676599793614	0.197460073119107	0.0534821540120373	0.19884730377887	0.0540849478196508	-0.00587476386187654	0.00354064481501901	0.000293652661382483	7.0217500565437e-05	0.000302835034412823	7.01598495585027e-05	-0.0041421407708344	0.00109083033935725	6.01744537536505e-05	3.04782715756867e-05	-0.00526556595700808	0.00193841532930439	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"288"	288	"median"	"chr8"	"8q"	49800000	54799999	0.3872284	0.398352643982761	0.193450786346875	0.0537288988676847	0.193863569808728	0.0544732598479522	-0.00798362659715258	0.0037031327689154	0.000295609249073043	7.59486627088363e-05	0.000305122495074967	7.6849132740969e-05	-0.000970705438535605	0.00323023326871712	5.91521361241793e-05	3.20468628495932e-05	-0.00429579938450945	0.00381657780530848	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"289"	289	"median"	"chr9"	"9p"	100000	5099999	0.4001244	0.408965859738806	0.205085992504116	0.0549112314597241	0.204479380247435	0.0551672325522172	0.000702713359616838	0.00470725359657505	0.000337171774643267	7.32866386975939e-05	0.000338202408688749	7.18325216109987e-05	0.00288191912257337	0.00249869806741238	6.85305390273745e-05	3.22143628528574e-05	0.00341326045217147	0.00331197037534266	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"290"	290	"median"	"chr9"	"9p"	5100000	10099999	0.3833282	0.390728183398409	0.200853871531147	0.0533379592225972	0.203780258232302	0.0538841879988571	0.0013670904876283	0.00248430025176386	0.000296170828815894	7.07861395504992e-05	0.00033413297593885	6.92210253432198e-05	-0.00125007028854898	0.00289662231522789	6.80897041207466e-05	3.10460304094732e-05	-0.000731144672015631	0.00314672583666409	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"291"	291	"median"	"chr9"	"9p"	10100000	15099999	0.3644906	0.375131944496082	0.187025226469513	0.0529517869114974	0.195264532726985	0.0532658233605378	-0.00567443699044172	0.00245108656770734	0.000266361530352758	7.91245283687967e-05	0.000329432758767594	7.49137986587123e-05	0.00284094783878305	0.00249045679293731	6.4326533705716e-05	3.23414748913508e-05	0.001029412016187	0.00221175346518032	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"292"	292	"median"	"chr9"	"9p"	15100000	20099999	0.3957942	0.40432262943644	0.198005056627299	0.052194406592374	0.198717570838275	0.0526662861211398	-0.00855400398176348	0.00326530143923967	0.000327190073109268	7.17689351138664e-05	0.000332328862031028	7.07935190795021e-05	0.00212257647721792	0.00156798066341318	6.60395841822543e-05	3.08583275754211e-05	-0.00174182917799124	0.00207556507146916	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"293"	293	"median"	"chr9"	"9p"	20100000	25099999	0.3707962	0.380003128093871	0.194670133246669	0.055847720295126	0.200888419340555	0.0559558313342419	-0.000120802035152304	0.00500487350589531	0.000274251325929616	7.87426772154662e-05	0.00033060150577758	7.45549735292901e-05	0.00133054591017828	0.00314175083778706	6.64140139272657e-05	3.36775587009735e-05	0.00191738486888723	0.00403152367953784	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"294"	294	"median"	"chr9"	"9p"	25100000	30099999	0.3671968	0.37720157686326	0.190556628056628	0.0538307140477513	0.197963012867746	0.0539112625771425	-0.00269054639543964	0.00513065052649977	0.00027515111668385	8.11322926959512e-05	0.000333367789574162	7.63025098470907e-05	0.00269445956932377	0.00273376198145141	6.59192009464309e-05	3.25966170102304e-05	0.00056577288869366	0.00362239175326384	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"295"	295	"median"	"chr9"	"9p"	30100000	35099999	0.402241	0.411509696664069	0.204269345471669	0.0539782203711974	0.198833627065046	0.0549200661572656	0.000164909758175331	0.00352983837866803	0.000313380479589164	7.2781277807097e-05	0.000313449375808147	7.56516538263826e-05	0.00114970690318675	0.00246637606219976	6.17121788829014e-05	3.28938918697433e-05	0.000992197076074235	0.00281504009763351	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"296"	296	"median"	"chr9"	"9p"	35100000	40099999	0.4284436	0.44165949369817	0.217336928274428	0.0541182478875284	0.204226569960594	0.0551491222599479	0.00170685105404805	0.00312602513256181	0.000326044878585752	6.27355514111148e-05	0.000264516119291616	6.2228850471799e-05	-0.0144400519257976	0.00206072778902203	5.40212197422141e-05	2.77963059723683e-05	-0.0118899702865926	0.00215400005422535	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"297"	297	"median"	"chr9"	"9q"	133200000	138299999	0.5489854	0.557357851383113	0.230902973784632	0.0520008427736988	0.205741078900987	0.0523371671457254	-0.00431826485447908	0.00534739403296419	0.00041823533959679	0.000101435533300527	0.00034716877410192	7.21221055392805e-05	0.0041397366062405	0.00252226252661941	7.0869580286115e-05	3.12800567388902e-05	0.00194515696968889	0.0035705751402319	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"298"	298	"median"	"chr9"	"9q"	128200000	133199999	0.4993678	0.507460292566829	0.233807971099486	0.0538060427892951	0.210696618811714	0.0540122858459435	0.00893370167571794	0.00612887593891497	0.000442038108039036	9.90681920986944e-05	0.000371906744781567	7.70174604583376e-05	0.0114549713441596	0.0032453559029817	7.60721603373046e-05	3.4932907702738e-05	0.0136346224157353	0.00505528347374778	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"299"	299	"median"	"chr9"	"9q"	123200000	128199999	0.4633342	0.473251505841581	0.224497420816661	0.0550234398252279	0.206748745428745	0.0558029178741661	0.0119215941916668	0.00485887804907618	0.000428138244674132	8.71107048591569e-05	0.000351703758341463	7.90677738385997e-05	0.0107990998545324	0.00194707036167128	7.27143107996719e-05	3.62025472582632e-05	0.0136433811379301	0.00328006133451928	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"300"	300	"median"	"chr9"	"9q"	118200000	123199999	0.4182442	0.426176932757055	0.204326923076923	0.0539103152127279	0.199478100733401	0.0545817962407153	-0.000569265697790636	0.00350841284675164	0.000360240661952812	7.44791242310925e-05	0.000336943199589015	7.3948879876838e-05	0.00538762878659878	0.00175872222477225	6.66938810823961e-05	3.30841730787497e-05	0.00475234434121114	0.00241794821733237	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"301"	301	"median"	"chr9"	"9q"	113200000	118199999	0.4207562	0.429176634391313	0.203185297040565	0.0511975194915526	0.198244498754037	0.0517607353780296	-0.0111868622746723	0.00471465412622312	0.000381234718101106	7.31903579521166e-05	0.000356157580181549	7.18342542632156e-05	0.00420244501541446	0.003342776983178	7.02416639023788e-05	3.09754777981753e-05	0.000367519552373557	0.00399184976575388	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"302"	302	"median"	"chr9"	"9q"	108200000	113199999	0.4099752	0.417015103160826	0.209283038293248	0.0550563533709934	0.20548272500383	0.0555008653787776	0.00646594286514582	0.00361769193607878	0.000368133785464842	7.44838840932461e-05	0.000350175360099875	7.42313929088052e-05	0.00570497312291022	0.00200763946028937	7.19549872225199e-05	3.37327195255162e-05	0.00730542565751306	0.00258531240767431	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"303"	303	"median"	"chr9"	"9q"	103200000	108199999	0.3942718	0.402800329646651	0.202036090356971	0.0537512886337889	0.202558495467382	0.0541595985198683	-0.00109077468668028	0.00340058368876119	0.000335926317061458	7.49065247158805e-05	0.000353821107650936	7.4383886170958e-05	0.00607766264004693	0.00190121989095972	7.16694712303761e-05	3.29907815085257e-05	0.00504449796203452	0.00264268265866835	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"304"	304	"median"	"chr9"	"9q"	98200000	103199999	0.3940958	0.403207187663287	0.199921537857984	0.0529113204554709	0.199648918545445	0.0537407274691684	-0.00292739827865636	0.00430059289523629	0.000291649573651361	6.78937859692514e-05	0.000310182814327418	6.83204905109994e-05	-0.00364847085110803	0.00160517796561083	6.14304143806991e-05	2.99171702319029e-05	-0.00401093155838708	0.00254818041521448	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"305"	305	"median"	"chr9"	"9q"	93200000	98199999	0.4374242	0.447898854486821	0.211498838996631	0.0537073630733073	0.201028625133998	0.0550583256003584	1.23928437388213e-05	0.00522906337730205	0.000392534278141008	7.42655465905935e-05	0.000314432678219464	7.52469401867659e-05	0.00265754709350819	0.00290070600231215	6.32099689996595e-05	3.29651190155149e-05	0.00242076053123502	0.0041367030472133	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"306"	306	"median"	"chr9"	"9q"	88200000	93199999	0.4378554	0.448118215197159	0.213897965637188	0.0537026608546669	0.202448738042628	0.054607048821694	0.00197022509632295	0.00352968008912643	0.000408510431054602	7.78290816007171e-05	0.000327309301373281	7.68515172525052e-05	0.00456452833507183	0.00194477404799647	6.51686163494587e-05	3.39542509078112e-05	0.00509654392790705	0.00254205104807084	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"307"	307	"median"	"chr9"	"9q"	83200000	88199999	0.4138702	0.423226177130655	0.203243721161551	0.0548791708359113	0.197620737502806	0.0554662072629884	-0.00516809008493397	0.00369598034628129	0.000354268757931134	7.41716939764451e-05	0.000322854171292217	7.38297931415073e-05	0.00220941355229053	0.00154947983825035	6.38026794366251e-05	3.26792981917664e-05	0.0018315085352739	0.00227134997927775	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"308"	308	"median"	"chr9"	"9q"	78200000	83199999	0.387854	0.396424327029046	0.194528783094486	0.0534668308075168	0.197196824539499	0.0537746833823624	-0.00708483233159596	0.00391160839444938	0.000308564427958779	7.44205769127357e-05	0.000333187501167434	7.24381114009455e-05	0.00287301184749311	0.0016218433714204	6.57035172064684e-05	3.18462147336426e-05	0.000294024452509082	0.00233584858859204	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"309"	309	"median"	"chr9"	"9q"	73200000	78199999	0.3874798	0.396557434719919	0.205137809407872	0.0538676633964658	0.206099076283077	0.0543217952620594	-0.00413901101061582	0.00518099428075316	0.000316510913148914	7.47936899508898e-05	0.000338308710689722	7.37888681028326e-05	0.00387748092137246	0.00160106182597635	6.97251127716704e-05	3.26199638467954e-05	0.0024594363845178	0.00295438497960441	166	166.71	3.12905477892667	167	2.4338877385388	157	178
