"bin"	"sample_id"	"seqnames"	"arm"	"start"	"end"	"gc"	"median_frag_gc"	"median_ratio"	"sd_ratio"	"median_ratio_corrected"	"sd_ratio_corrected"	"median_ratio_centered"	"sd_ratio_centered"	"median_coverage"	"sd_coverage"	"median_coverage_corrected"	"sd_coverage_corrected"	"median_coverage_centered"	"sd_coverage_centered"	"median_combined"	"sd_combined"	"median_combined_centered"	"sd_combined_centered"	"median_mode_size"	"median_mean_size"	"sd_mean_size"	"median_median_size"	"sd_median_size"	"median_q25_size"	"median_q75_size"
243	"median"	"chr7"	"7q"	62200000	67399999	0.4223004	0.431402155052822	0.221742587754175	0.0544498279916934	0.207986459854821	0.0555478778187288	0.0116515641690244	0.00405288538153879	0.000292176852401244	5.53966776361712e-05	0.000252145053118973	5.55043319027435e-05	-0.0206625883626832	0.00264065619877669	5.23570134821749e-05	2.51715636230768e-05	-0.0165920367041463	0.0028884850698932	166	166.71	3.12905477892667	167	2.4338877385388	157	178
244	"median"	"chr7"	"7q"	67400000	72399999	0.43139	0.440286623673722	0.204830188679245	0.0508101222689418	0.19773889751718	0.0509752012765309	-0.0124250460770994	0.00636880859130707	0.000398247789435822	7.40176026498648e-05	0.000370368306288943	7.02300934770547e-05	0.00336937753882968	0.00491791294296642	6.71198229765922e-05	2.9848397518941e-05	-0.00119446628918969	0.00530013468453574	166	166.71	3.12905477892667	167	2.4338877385388	157	178
245	"median"	"chr7"	"7q"	72400000	77399999	0.4716958	0.476652141369431	0.23865418669365	0.0555027120211124	0.216950903973687	0.0556825816795528	0.0156716445862187	0.00627817306689142	0.000317940629494548	6.54584761704518e-05	0.000256071522597658	5.5410665683803e-05	-0.020319235304549	0.0034380155878509	5.39841524572037e-05	2.54002209047232e-05	-0.0142345313121206	0.00467293125501731	166	166.71	3.12905477892667	167	2.4338877385388	157	178
246	"median"	"chr7"	"7q"	77400000	82399999	0.3660258	0.376988620454695	0.192270058708415	0.0536604722273541	0.19863736431116	0.0540842754900532	-0.00112071812810146	0.00461268820183969	0.000274489250243256	7.98942186972218e-05	0.000324834149912775	7.61656485180827e-05	0.00277261237042754	0.00365178211679124	6.45241993769299e-05	3.31331837229041e-05	0.00229400235828435	0.00416813113579474	166	166.71	3.12905477892667	167	2.4338877385388	157	178
247	"median"	"chr7"	"7q"	82400000	87399999	0.3534892	0.366383701582393	0.183680819560607	0.0536553935784431	0.19471858247475	0.0534760929295212	-0.00584515803069603	0.00481364381714993	0.000252356436469783	8.46884541455128e-05	0.000320070568039693	7.96484746122902e-05	0.00207530464087155	0.00495286526002429	6.20740688267187e-05	3.25985888973904e-05	-0.000650140239800414	0.00518695398768598	166	166.71	3.12905477892667	167	2.4338877385388	157	178
248	"median"	"chr7"	"7q"	87400000	92399999	0.371668	0.380869501451676	0.197046497705049	0.0553777852604259	0.202270664963364	0.0555849091091419	0.0008359916899457	0.00312354141751111	0.000282549832244264	8.06666543575239e-05	0.000327551982734594	7.69364828076956e-05	0.00285845296956872	0.00259903076074628	6.62541573577946e-05	3.37985230836493e-05	0.0032755554233628	0.00294534766508912	166	166.71	3.12905477892667	167	2.4338877385388	157	178
249	"median"	"chr7"	"7q"	92400000	97399999	0.3792516	0.388041044740176	0.196051303144748	0.0533580789408086	0.200402284428411	0.0537354599497134	-0.00349794567425358	0.00292034257399792	0.000300062542122073	7.72982680548814e-05	0.000332795972514463	7.43724311316193e-05	0.00324243349537364	0.0017516454319287	6.66930731404729e-05	3.23662661488129e-05	0.00191227098636608	0.0022282688168865	166	166.71	3.12905477892667	167	2.4338877385388	157	178
250	"median"	"chr7"	"7q"	97400000	102399999	0.4762828	0.484145660066763	0.230841975853482	0.0535017015191375	0.215690316169371	0.0539400839234277	0.00651644551463552	0.00623744606393868	0.000414837295800862	8.48316786860571e-05	0.00034186741860661	7.13565676207445e-05	0.0024416434928765	0.00334662806591452	7.37374916072667e-05	3.14645252511221e-05	0.00424286906489788	0.00471000491325669	166	166.71	3.12905477892667	167	2.4338877385388	157	178
251	"median"	"chr7"	"7q"	102400000	107399999	0.4097316	0.418280310480966	0.206560698145551	0.0555143645123331	0.20356096553692	0.0560501808010512	0.00564012064068094	0.0037008094176332	0.000303439175725965	6.47496664351026e-05	0.000290338137857395	6.43745241829607e-05	-0.00793287287820396	0.00201365385187291	5.91015116744425e-05	2.97296123045548e-05	-0.0055783850523111	0.00246781496240309	166	166.71	3.12905477892667	167	2.4338877385388	157	178
252	"median"	"chr7"	"7q"	107400000	112399999	0.373877	0.382618153440227	0.20166166248509	0.0540987307908139	0.205846154602382	0.0544161444857029	-0.00348177134365634	0.00489778829059801	0.000280603975591174	7.41109609498644e-05	0.000325238700487188	7.09529352975908e-05	-0.00181332208581323	0.00196214588172305	6.69491358231635e-05	3.08515084879005e-05	-0.00199415571632851	0.00292734009133525	166	166.71	3.12905477892667	167	2.4338877385388	157	178
253	"median"	"chr7"	"7q"	112400000	117399999	0.3678622	0.378475229037651	0.193295408370581	0.0553978464301777	0.199698184785168	0.0554779280817792	-0.00272020625607301	0.00367513547450352	0.000272248238198494	8.13292790972381e-05	0.000329711862471484	7.77398100670905e-05	0.00252878617064082	0.00258014694577572	6.58428604376922e-05	3.34408582543574e-05	0.00126585897514876	0.00296108486974879	166	166.71	3.12905477892667	167	2.4338877385388	157	178
254	"median"	"chr7"	"7q"	117400000	122399999	0.3601764	0.371474657078885	0.189116859946476	0.0532243181148141	0.197519419451	0.0535066460149622	-0.00789522715974787	0.00346598622020391	0.000261357820061865	8.23717151215418e-05	0.000321517029036851	7.81717445278806e-05	0.00130902689347842	0.00325462763383937	6.35058569189691e-05	3.26168195622606e-05	-0.00137901419483931	0.003325096578418	166	166.71	3.12905477892667	167	2.4338877385388	157	178
255	"median"	"chr7"	"7q"	122400000	127399999	0.3641794	0.375079178568569	0.184878068706344	0.0543077050068061	0.193695685565429	0.054327946259734	-0.00852019720379226	0.00294740362097386	0.00026363464061751	8.19709960592332e-05	0.000321592648647588	7.70943808631081e-05	0.001106569003891	0.00263350209277153	6.22911085525966e-05	3.28427767622469e-05	-0.00167343225175026	0.00268174080494655	166	166.71	3.12905477892667	167	2.4338877385388	157	178
256	"median"	"chr7"	"7q"	127400000	132399999	0.438849	0.448572443114331	0.221057596562025	0.0561670173144175	0.209066208053727	0.0569677843330549	0.0105172211841282	0.00430502225603063	0.000411659278159339	8.01332012842177e-05	0.000342821186815217	7.76679510643426e-05	0.00664329942026158	0.00147524197275707	7.1561322877711e-05	3.51469499676378e-05	0.00837115384341102	0.00254978664925383	166	166.71	3.12905477892667	167	2.4338877385388	157	178
257	"median"	"chr7"	"7q"	132400000	137399999	0.3985574	0.407123952382407	0.203433618216501	0.0538813166613515	0.202578423567791	0.0544379700749392	-0.000688521623765091	0.00391274951017869	0.000330910907523766	7.39451021472939e-05	0.000336654883894896	7.3657942643434e-05	0.00406373147254302	0.00172574096719973	6.80211512753374e-05	3.30939820183578e-05	0.00384078925577285	0.00271817124067283	166	166.71	3.12905477892667	167	2.4338877385388	157	178
258	"median"	"chr7"	"7q"	137400000	142399999	0.423541	0.430507351423421	0.220171634216111	0.0555205455952083	0.212617297742369	0.0560341185358032	0.0160403868843755	0.00474927676553367	0.000352410234280885	6.80912265606935e-05	0.000316126646884153	6.72967605849354e-05	-0.00270866994339995	0.00264818570225599	6.56722828373131e-05	3.13732459437844e-05	0.00240849923917051	0.00333030349660012	166	166.71	3.12905477892667	167	2.4338877385388	157	178
259	"median"	"chr7"	"7q"	142400000	147599999	0.383723	0.396895312450749	0.193766571072994	0.0527387861925929	0.199476945849861	0.053235294077219	-0.00191574282574284	0.00407534295498766	0.000181250824127524	5.14988470162989e-05	0.000224529909921209	4.96912389872728e-05	-0.0307678318594042	0.00252266550906686	4.47885406830272e-05	2.13421287474638e-05	-0.0284288865972701	0.00309457567070001	166	166.71	3.12905477892667	167	2.4338877385388	157	178
260	"median"	"chr7"	"7q"	147600000	152599999	0.4477912	0.456837126093257	0.223631745491181	0.0558633518026805	0.208208484164399	0.0568075712129566	0.00797125817902609	0.00395919780511801	0.000381646392509269	7.51283532828949e-05	0.00030648201742437	7.26720594382075e-05	-0.00244468591914543	0.00170100456125914	6.38121562715751e-05	3.2378252257646e-05	0.000621996390751334	0.00254208201342636	166	166.71	3.12905477892667	167	2.4338877385388	157	178
261	"median"	"chr7"	"7q"	152600000	157599999	0.4482874	0.461452150474016	0.206633268143703	0.0500813146339623	0.190982351713023	0.0510688584714252	-0.0139685679873057	0.00398277915759477	0.000369727130881253	7.07070722633777e-05	0.000293484188813625	6.75729086748259e-05	-0.00515037058751041	0.00216687505657934	5.58935462037948e-05	2.79503986041521e-05	-0.00944379731824268	0.00269545117896836	166	166.71	3.12905477892667	167	2.4338877385388	157	178
262	"median"	"chr8"	"8p"	100000	5099999	0.4246492	0.439009867838126	0.198298471182754	0.0515097358985165	0.195737672288376	0.0519475186895646	-0.00999696779572588	0.00440361725321139	0.000177416341899376	3.89378108080751e-05	0.000178103870861946	3.86442062284815e-05	-0.0428049400710623	0.00407298135883191	3.48616371080667e-05	1.666337018795e-05	-0.0412348893634742	0.00465403400544792	166	166.71	3.12905477892667	167	2.4338877385388	157	178
263	"median"	"chr8"	"8p"	5100000	10199999	0.4229264	0.433647815336658	0.197177028337464	0.0519897582313341	0.195749120519581	0.0526539721249812	-0.00947482923970303	0.00643505902278654	0.000104732872798664	2.20945736732169e-05	0.000111077514250867	2.34149602572069e-05	-0.0652478841212685	0.0056565705782701	2.08412121834787e-05	9.98930170631022e-06	-0.0605478887809654	0.00658860632871123	166	166.71	3.12905477892667	167	2.4338877385388	157	178
264	"median"	"chr8"	"8p"	10200000	15299999	0.4110394	0.422762554420394	0.191266106010339	0.0550704484831581	0.194355502549361	0.0548014544088628	-0.00731104451503775	0.00592775330558552	0.00013073185934618	3.62529291805588e-05	0.000148134065345648	3.50139174495649e-05	-0.0528074478436898	0.00303321918162566	2.87116694736825e-05	1.47342987589194e-05	-0.0498870423875968	0.00409994618025215	166	166.71	3.12905477892667	167	2.4338877385388	157	178
265	"median"	"chr8"	"8p"	15300000	20299999	0.3915486	0.400814257885513	0.205591630591631	0.0548606682341987	0.206149216316735	0.0553234880941935	-0.000522626987352852	0.00400680527449785	0.000326159913704691	7.55399986347597e-05	0.000336180121865911	7.48749753071893e-05	0.00275313007008804	0.00148151934353863	6.93032686639219e-05	3.28068705602802e-05	0.00232483321599695	0.00261302396116959	166	166.71	3.12905477892667	167	2.4338877385388	157	178
266	"median"	"chr8"	"8p"	20300000	25299999	0.4385134	0.448707727923624	0.209438951632863	0.0526870236093889	0.197086435920555	0.0534329472737448	-0.00709941131085333	0.00401397564868547	0.000386522934963633	7.37524722380259e-05	0.000329735129933113	7.09609916577734e-05	-0.000661148788666508	0.0024500681441452	6.49863215563181e-05	3.03424084688452e-05	-0.00219841956992083	0.00312709767669896	166	166.71	3.12905477892667	167	2.4338877385388	157	178
267	"median"	"chr8"	"8p"	25300000	30299999	0.4259014	0.434822930850608	0.212315809107623	0.052771683459265	0.203418901428852	0.0533317901824094	0.00259147576577541	0.00441975312060942	0.000391398691994023	7.36584337278371e-05	0.0003364060875735	7.23688079153911e-05	0.00543577188145673	0.00205393667962598	6.84313567681794e-05	3.22351094513374e-05	0.00591633513742914	0.0029034006466722	166	166.71	3.12905477892667	167	2.4338877385388	157	178
268	"median"	"chr8"	"8p"	30300000	35299999	0.3896046	0.398388874173942	0.194067529189019	0.0523275638325612	0.197166328748082	0.0527484749261609	-0.00700045671784661	0.00338886559996048	0.000308704434904914	7.27100734965274e-05	0.000332702353891723	7.12935526228265e-05	0.00205747678889313	0.00179072156376979	6.48237523234384e-05	3.08782024517336e-05	0.000418709036804047	0.00226632188295111	166	166.71	3.12905477892667	167	2.4338877385388	157	178
269	"median"	"chr8"	"8p"	35300000	40299999	0.4070292	0.417774173275261	0.2043056141832	0.0524144522232842	0.201253835575424	0.0532824301758888	-0.00194375149807961	0.0040810218102147	0.000306445365241409	6.12175376426243e-05	0.000304396621370604	6.33020006790473e-05	-0.00840239180840863	0.0030742993410478	6.12609875870341e-05	2.77954221740099e-05	-0.00753226566380811	0.00348963187989256	166	166.71	3.12905477892667	167	2.4338877385388	157	178
270	"median"	"chr8"	"8q"	47300000	52299999	0.3888932	0.399602648202941	0.199807021450308	0.0531762018000124	0.199967926192868	0.0541209048333438	-0.0049014678353277	0.00422432785984957	0.000308132124124593	7.45393407420353e-05	0.00031518311900683	7.62478894094033e-05	0.00070365646001096	0.00332622387144161	6.30265146787957e-05	3.20712772850449e-05	-0.000813452324807552	0.00408630580708456	166	166.71	3.12905477892667	167	2.4338877385388	157	178
271	"median"	"chr8"	"8q"	52300000	57299999	0.4022038	0.414641418864831	0.195609292811221	0.0530031246420746	0.1939919308388	0.0538028703816517	-0.0100511680147621	0.00259074761139533	0.000306472422861664	6.94282370342048e-05	0.000293579911975108	7.06425756432132e-05	-0.00572443044824239	0.00136769545568932	5.69521339795362e-05	2.96179251069708e-05	-0.00827308242102123	0.00180287907479126	166	166.71	3.12905477892667	167	2.4338877385388	157	178
272	"median"	"chr8"	"8q"	57300000	62299999	0.386364	0.396081577592631	0.194533377932814	0.0559333536181962	0.197789133392087	0.0562518983284818	-5.1183102610444e-05	0.00489888399262706	0.000302008398775163	7.77164107133323e-05	0.000322758718370661	7.62681394515136e-05	0.0027135558101397	0.00188006367870083	6.38381672012738e-05	3.39762575949602e-05	0.00198542957437476	0.0031768782025646	166	166.71	3.12905477892667	167	2.4338877385388	157	178
273	"median"	"chr8"	"8q"	62300000	67299999	0.3859734	0.395611533785471	0.194468887492143	0.0541214636706171	0.196345530726986	0.0546062948788431	-0.00304817951226587	0.00304260245171489	0.000300463159668298	7.55733860182204e-05	0.000317161704377344	7.45614911003514e-05	0.00122695814367882	0.00163784208574742	6.22667585233806e-05	3.24317048592578e-05	-9.83233731493271e-05	0.00217397659686994	166	166.71	3.12905477892667	167	2.4338877385388	157	178
274	"median"	"chr8"	"8q"	67300000	72299999	0.386873	0.396239615268905	0.193404377880184	0.0521230726266434	0.195884311513477	0.0526733704726708	-0.00794501607726845	0.00246307430224844	0.000307445351188209	7.31126862888284e-05	0.000320999883823256	7.19375164934782e-05	0.000710492978065926	0.00103709117621806	6.28788412386247e-05	3.10604688333108e-05	-0.00198142695636368	0.00145260482630175	166	166.71	3.12905477892667	167	2.4338877385388	157	178
275	"median"	"chr8"	"8q"	72300000	77299999	0.3754864	0.385518136698142	0.187739909270676	0.0533110760003896	0.193906347415917	0.0537234542919455	-0.00723579072468611	0.00248888986835442	0.000277112879831219	7.62891433562996e-05	0.000316336703363733	7.41174057064163e-05	0.000441056704312523	0.00221280448890804	6.10992916304426e-05	3.1718817135027e-05	-0.00172784429044119	0.00236351647971376	166	166.71	3.12905477892667	167	2.4338877385388	157	178
276	"median"	"chr8"	"8q"	77300000	82299999	0.3749124	0.384972057967149	0.192735913102512	0.0548008239384347	0.197928691698985	0.0551166290426885	-0.0064335327307511	0.00358677955472774	0.000287357242798957	7.91015642026236e-05	0.000331925317577078	7.71666777142718e-05	0.00305347133272833	0.00187988869001375	6.52276381810207e-05	3.33497926612783e-05	0.00104589595638537	0.00238383128834056	166	166.71	3.12905477892667	167	2.4338877385388	157	178
277	"median"	"chr8"	"8q"	82300000	87499999	0.3619516	0.373228490572183	0.186894979133503	0.0548161673250727	0.19602837202329	0.0548868055542246	-0.0045103094836972	0.00345019599687487	0.000259928188550182	8.17981278353768e-05	0.000310909959889303	7.7104876695437e-05	0.00117047845816003	0.00343473027554116	6.07541916550641e-05	3.28413090049803e-05	-0.000545855558786947	0.00368025202382707	166	166.71	3.12905477892667	167	2.4338877385388	157	178
278	"median"	"chr8"	"8q"	87500000	92499999	0.3680554	0.377568671237549	0.193657301338478	0.0545122740066599	0.200397950812027	0.0544828428497398	-0.00739276381743166	0.00360814863772846	0.000275739333958449	7.97202321248981e-05	0.000331907450001685	7.51107345158296e-05	0.00023124518262176	0.00247678053182835	6.65135728395831e-05	3.21966255856565e-05	-0.00206012088626906	0.00298358609284743	166	166.71	3.12905477892667	167	2.4338877385388	157	178
279	"median"	"chr8"	"8q"	92500000	97499999	0.3990454	0.40809979719752	0.204213542030606	0.0532466018885765	0.20355007941787	0.0537139125016689	-0.00256378534178132	0.00358962806459986	0.000334515651097372	7.20623622367011e-05	0.000331026553425792	7.14460523990614e-05	0.00304257660503485	0.00136773638240264	6.73804812392437e-05	3.16404428535849e-05	0.00191976817789938	0.00209080151477427	166	166.71	3.12905477892667	167	2.4338877385388	157	178
280	"median"	"chr8"	"8q"	97500000	102499999	0.4064034	0.415623743173356	0.210123014591468	0.0558257264647256	0.206819025700263	0.0564309917969334	0.0038349612207887	0.00418459973484495	0.000350082504322091	7.55309036788386e-05	0.000332962824918778	7.62550298406211e-05	0.00438032665507812	0.00145138818710683	6.86148392928586e-05	3.44893900003912e-05	0.00539118962209305	0.00253951102767228	166	166.71	3.12905477892667	167	2.4338877385388	157	178
281	"median"	"chr8"	"8q"	102500000	107499999	0.380879	0.390766206657425	0.200678154894509	0.055378237435816	0.20356177541717	0.0556733462393748	0.00128586885642335	0.00496393696593526	0.000300634852902394	7.87238612623538e-05	0.000338988181416047	7.7177689756985e-05	0.00498289943171407	0.00207133204355139	6.90050360544883e-05	3.41886266980315e-05	0.00506367754663284	0.00304672400634978	166	166.71	3.12905477892667	167	2.4338877385388	157	178
282	"median"	"chr8"	"8q"	107500000	112499999	0.3592074	0.371275483959007	0.191388983339	0.0546332851423022	0.19947545092049	0.054711130673211	-0.00278847987056482	0.00423152612310807	0.000272503650921473	8.33360089216836e-05	0.000326685894974368	7.94061204874314e-05	0.00286787695650075	0.0038869611234825	6.51523160783898e-05	3.38056770508318e-05	0.00172438147544318	0.00411874576145429	166	166.71	3.12905477892667	167	2.4338877385388	157	178
283	"median"	"chr8"	"8q"	112500000	117499999	0.3594724	0.370460239993873	0.189169736229307	0.0553133439116585	0.197705184713447	0.0550883223558158	-0.00385723481712077	0.00321082041789762	0.000264111184454738	8.47938218848717e-05	0.000331896351568698	8.00621454088085e-05	0.00375536326058742	0.00366471004517254	6.56176294926084e-05	3.42312321545605e-05	0.00241284082489004	0.00385508552479639	166	166.71	3.12905477892667	167	2.4338877385388	157	178
284	"median"	"chr8"	"8q"	117500000	122499999	0.3880524	0.396481277995712	0.203061731903104	0.0540796663353399	0.205420107945094	0.0542455618669817	-0.00234879115476009	0.00484088247474396	0.000327190073109268	7.46204673548102e-05	0.000353216872035952	7.18837463994516e-05	0.00359795619732862	0.00317064212819819	7.13020447586784e-05	3.2316944195612e-05	0.00255914446865965	0.00397717254701117	166	166.71	3.12905477892667	167	2.4338877385388	157	178
285	"median"	"chr8"	"8q"	122500000	127499999	0.4165526	0.424835392141098	0.215757658085988	0.0551469761459896	0.211385769285775	0.0554637145524802	0.00808436182366541	0.00458813439748301	0.000384624977933041	7.50670321713173e-05	0.000357974344833096	7.38321708482768e-05	0.00653112273977176	0.00293362641506108	7.56706822671154e-05	3.40848471793078e-05	0.0085581046150626	0.00377116552764013	166	166.71	3.12905477892667	167	2.4338877385388	157	178
286	"median"	"chr8"	"8q"	127500000	132499999	0.4078402	0.418964623674331	0.210074771366439	0.055786756266465	0.208085273122277	0.0560166911311979	0.00170036651919147	0.00378634317156086	0.000341544461925808	6.97454364281517e-05	0.000343946727051863	6.84749570671935e-05	-0.00300130445871079	0.00498223161689726	7.15702486381002e-05	3.10382620738869e-05	-0.00109862355952632	0.00527204236432191	166	166.71	3.12905477892667	167	2.4338877385388	157	178
287	"median"	"chr8"	"8q"	132500000	137499999	0.4121656	0.421376438285272	0.207015037082398	0.0525124803173807	0.203047996087803	0.0530860343844938	-0.00543923571147425	0.00418967823171201	0.000355761733936553	7.29293233612164e-05	0.000337915459020631	7.22668713601443e-05	0.00322612381624256	0.0020916315905953	6.73772329777126e-05	3.14887761034764e-05	0.002389263471025	0.0026155990913034	166	166.71	3.12905477892667	167	2.4338877385388	157	178
288	"median"	"chr8"	"8q"	137500000	142499999	0.4703088	0.480005538962633	0.205480928094246	0.0496617210120396	0.18773182739288	0.0502835382854632	-0.0191266866570793	0.00368482478433691	0.000396553965963115	7.85631769721781e-05	0.000322916825595782	6.99282755701449e-05	0.00102021319927227	0.00227877073375353	5.97338964707204e-05	2.88478760826689e-05	-0.00593316143028813	0.00279582872259651	166	166.71	3.12905477892667	167	2.4338877385388	157	178
289	"median"	"chr9"	"9p"	100000	5099999	0.4001244	0.408965859738806	0.205085992504116	0.0549112314597241	0.204479380247435	0.0551672325522172	0.000605010158054631	0.00472704098621985	0.000337171774643267	7.32866386975939e-05	0.000338202408688749	7.18325216109987e-05	0.00280936443768208	0.00244108834950298	6.85305390273745e-05	3.22143628528574e-05	0.00335939235721808	0.00327672644252329	166	166.71	3.12905477892667	167	2.4338877385388	157	178
290	"median"	"chr9"	"9p"	5100000	10099999	0.3833282	0.390728183398409	0.200853871531147	0.0533379592225972	0.203780258232302	0.0538841879988571	0.00121614261168362	0.002504154711626	0.000296170828815894	7.07861395504992e-05	0.00033413297593885	6.92210253432198e-05	-0.00124441200702415	0.00281975619626532	6.80897041207466e-05	3.10460304094732e-05	-0.000765627809816984	0.00310920931163674	166	166.71	3.12905477892667	167	2.4338877385388	157	178
291	"median"	"chr9"	"9p"	10100000	15099999	0.3644906	0.375131944496082	0.187025226469513	0.0529517869114974	0.195264532726985	0.0532658233605378	-0.00577468501432928	0.00252457035589773	0.000266361530352758	7.91245283687967e-05	0.000329432758767594	7.49137986587123e-05	0.00273528074984946	0.00242119390979677	6.4326533705716e-05	3.23414748913508e-05	0.00101052710227306	0.00217755269904638	166	166.71	3.12905477892667	167	2.4338877385388	157	178
292	"median"	"chr9"	"9p"	15100000	20099999	0.3957942	0.40432262943644	0.198005056627299	0.052194406592374	0.198717570838275	0.0526662861211398	-0.00867299378768746	0.00320888537778965	0.000327190073109268	7.17689351138664e-05	0.000332328862031028	7.07935190795021e-05	0.00209516694116982	0.00152568068337807	6.60395841822543e-05	3.08583275754211e-05	-0.00178793674567327	0.00204568102765864	166	166.71	3.12905477892667	167	2.4338877385388	157	178
293	"median"	"chr9"	"9p"	20100000	25099999	0.3707962	0.380003128093871	0.194670133246669	0.055847720295126	0.200888419340555	0.0559558313342419	-0.000223609506555985	0.00501740540920991	0.000274251325929616	7.87426772154662e-05	0.00033060150577758	7.45549735292901e-05	0.00126865938354561	0.00306115433940837	6.64140139272657e-05	3.36775587009735e-05	0.00187084563980218	0.00398653729928379	166	166.71	3.12905477892667	167	2.4338877385388	157	178
294	"median"	"chr9"	"9p"	25100000	30099999	0.3671968	0.37720157686326	0.190556628056628	0.0538307140477513	0.197963012867746	0.0539112625771425	-0.00276350147891855	0.00517274727976282	0.00027515111668385	8.11322926959512e-05	0.000333367789574162	7.63025098470907e-05	0.00258643956620018	0.00266059929139839	6.59192009464309e-05	3.25966170102304e-05	0.00052127217336608	0.00356549763741021	166	166.71	3.12905477892667	167	2.4338877385388	157	178
295	"median"	"chr9"	"9p"	30100000	35099999	0.402241	0.411509696664069	0.204269345471669	0.0539782203711974	0.198833627065046	0.0549200661572656	5.54122965671515e-06	0.0035766111515283	0.000313380479589164	7.2781277807097e-05	0.000313449375808147	7.56516538263826e-05	0.00108065655462247	0.00241463043104811	6.17121788829014e-05	3.28938918697433e-05	0.000925084053267158	0.0027942406231248	166	166.71	3.12905477892667	167	2.4338877385388	157	178
296	"median"	"chr9"	"9p"	35100000	40099999	0.4284436	0.44165949369817	0.217336928274428	0.0541182478875284	0.204226569960594	0.0551491222599479	0.00172815882875026	0.00311852661036746	0.000326044878585752	6.27355514111148e-05	0.000264516119291616	6.2228850471799e-05	-0.0141972134041187	0.00200149754828462	5.40212197422141e-05	2.77963059723683e-05	-0.01174985556283	0.00213072100323459	166	166.71	3.12905477892667	167	2.4338877385388	157	178
297	"median"	"chr9"	"9q"	60900000	68899999	0.404154	0.425166750584848	0.219180760582657	0.0563894169981008	0.207774749318614	0.0579285328846761	0.00960494374548087	0.00823655144981711	0.000124413582862084	2.32264030572428e-05	0.000122402554122162	2.88379591586283e-05	-0.0642926042698264	0.00399671341961178	2.1855724818935e-05	1.18821990498049e-05	-0.0569958587526333	0.00394560426399934	166	166.71	3.12905477892667	167	2.4338877385388	157	178
298	"median"	"chr9"	"9q"	68900000	73899999	0.3899538	0.397792564613131	0.199751495929111	0.0552789257416956	0.201107228279033	0.0556783756035054	-0.00110899831825544	0.00435056722422669	0.000294212594100231	7.12504602627071e-05	0.000321424267966338	7.03746287604972e-05	-0.00130545970077975	0.00177507671912161	6.45077687844005e-05	3.168196426065e-05	-0.000902131759638732	0.00252268681462438	166	166.71	3.12905477892667	167	2.4338877385388	157	178
299	"median"	"chr9"	"9q"	73900000	78899999	0.3942916	0.402959523857636	0.205988380753761	0.0538429586413128	0.20599016293751	0.054243579681832	-0.00188109258858138	0.0048559388781673	0.000332981809724831	7.37486684696671e-05	0.000341445105006346	7.29082055386208e-05	0.00377413363967292	0.00163951719324483	7.03343328144725e-05	3.25040038917195e-05	0.0033672232361279	0.00286242659470427	166	166.71	3.12905477892667	167	2.4338877385388	157	178
300	"median"	"chr9"	"9q"	78900000	83899999	0.3886418	0.397047451434999	0.19588919769111	0.054723006742645	0.198206501592022	0.0550029574754801	-0.00414714325641989	0.00388654270136391	0.000309448438919331	7.58104069016007e-05	0.000331210319733254	7.38429306707309e-05	0.00233098462787968	0.00133922669802217	6.56480387655035e-05	3.27269706896135e-05	0.000533211782607878	0.00223331945962986	166	166.71	3.12905477892667	167	2.4338877385388	157	178
301	"median"	"chr9"	"9q"	83900000	88899999	0.4175986	0.426883424371947	0.201745825200607	0.053604635872098	0.194713084348951	0.0542822620960691	-0.00923082081442996	0.00409172629857262	0.000360384620134705	7.34712727935471e-05	0.000321820232026002	7.31307090293071e-05	0.00180857612298287	0.00162532940167349	6.24130338997918e-05	3.19309495445418e-05	-0.0010082271917205	0.00246431819123708	166	166.71	3.12905477892667	167	2.4338877385388	157	178
302	"median"	"chr9"	"9q"	88900000	93899999	0.4417122	0.452751114050899	0.213526392961877	0.0538063917445835	0.20117278805488	0.0548958675862972	0.00265701893634088	0.0038681636517868	0.000409482111584856	7.84646932071901e-05	0.000320331712364551	7.80509711740146e-05	0.00485415001918586	0.00256824050242678	6.40759190183909e-05	3.43581290467886e-05	0.00587407147277489	0.00331167482895539	166	166.71	3.12905477892667	167	2.4338877385388	157	178
303	"median"	"chr9"	"9q"	93900000	98899999	0.4375094	0.447865663052281	0.210989295300928	0.0532091795141606	0.200654940458773	0.0543488303434392	-0.00358836033778622	0.004528616252421	0.000396229927346126	7.42131912226583e-05	0.000317336494369616	7.38136442176201e-05	0.0022925025138777	0.00204215966705497	6.3675135383131e-05	3.23563876942938e-05	0.000759501508014949	0.00317252922459619	166	166.71	3.12905477892667	167	2.4338877385388	157	178
304	"median"	"chr9"	"9q"	98900000	103899999	0.379177	0.388627566325146	0.195328570894266	0.0539932185392092	0.199778813519353	0.0545621420975864	-0.0017332021130562	0.00376577405136167	0.000266467899317256	7.10815797145672e-05	0.000306147704692451	6.94927274579831e-05	-0.00412971679958742	0.00120510782654944	6.09854106355223e-05	3.04735080315712e-05	-0.00411137648468226	0.00201724376424198	166	166.71	3.12905477892667	167	2.4338877385388	157	178
